;TotalTime;avg_complete_time;completed;group;group_user_id;puzzle;order
More Than Meets Your Eye;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7978544a75b7e49d6a5cfe95fe3ded56;More Than Meets Your Eye;23.0
1. One Box;0.37;0.33;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;1. One Box;1.0
2. Separated Boxes;1.15;1.19;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.94;0.97;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.51;0.55;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;4. Match Silhouettes;4.0
5. Removing Objects;5.35;5.42;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;5. Removing Objects;5.0
6. Stretch a Ramp;1.23;1.24;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.24;0.27;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.28;1.29;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.55;0.63;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;9. Scaling Round Objects;9.0
Square Cross-Sections;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Square Cross-Sections;10.0
Sandbox;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Sandbox;
Bird Fez;0.48;0.54;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Bird Fez;11.0
Pi Henge;0.92;0.93;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Pi Henge;12.0
45-Degree Rotations;0.66;0.68;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;45-Degree Rotations;13.0
Pyramids are Strange;4.2;4.28;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Pyramids are Strange;14.0
Boxes Obscure Spheres;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Boxes Obscure Spheres;15.0
Angled Silhouette;1.27;1.64;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Angled Silhouette;18.0
Object Limits;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Object Limits;16.0
Sugar Cones;0.71;0.9;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Sugar Cones;19.0
Bear Market;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Bear Market;30.0
Zzz;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Zzz;26.0
Not Bird;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Not Bird;24.0
Ramp Up and Can It;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Ramp Up and Can It;22.0
Few Clues;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Few Clues;28.0
Unnecessary;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Unnecessary;
Warm Up;0.91;0.91;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Warm Up;17.0
Bull Market;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Bull Market;27.0
Orange Dance;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Orange Dance;29.0
Tall and Small;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~00f86c5fc28e8d326cdae17ea97c7387;Tall and Small;21.0
1. One Box;0.32;0.38;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;1. One Box;1.0
2. Separated Boxes;1.16;1.3;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.92;2.09;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;3. Rotate a Pyramid;3.0
4. Match Silhouettes;16.66;10.18;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;4. Match Silhouettes;4.0
9. Scaling Round Objects;1.64;1.67;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;9. Scaling Round Objects;9.0
5. Removing Objects;1.72;8.86;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;5. Removing Objects;5.0
6. Stretch a Ramp;9.82;5.6;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;6. Stretch a Ramp;6.0
7. Max 2 Boxes;3.13;3.17;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;5.29;5.33;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;8. Combine 2 Ramps;8.0
Square Cross-Sections;2.47;2.49;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;Square Cross-Sections;10.0
Bird Fez;6.57;7.05;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;Bird Fez;11.0
Pi Henge;2.75;2.75;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;Pi Henge;12.0
45-Degree Rotations;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~63ff74c01bb9518553cbde97472cb82a;45-Degree Rotations;13.0
Sandbox;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;Sandbox;
7. Max 2 Boxes;0.55;0.6;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;7. Max 2 Boxes;7.0
1. One Box;0.18;0.22;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;1. One Box;1.0
2. Separated Boxes;1.18;1.22;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.75;1.06;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;3. Rotate a Pyramid;3.0
4. Match Silhouettes;3.05;1.37;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;4. Match Silhouettes;4.0
5. Removing Objects;0.63;0.59;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;5. Removing Objects;5.0
6. Stretch a Ramp;0.55;0.6;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;6. Stretch a Ramp;6.0
8. Combine 2 Ramps;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;8. Combine 2 Ramps;8.0
Bear Market;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;Bear Market;30.0
Orange Dance;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~b316cbf7331dbefba42e77a52c831e51;Orange Dance;29.0
1. One Box;0.23;0.23;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;1. One Box;1.0
2. Separated Boxes;0.32;0.38;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.3;0.79;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.62;0.77;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;4. Match Silhouettes;4.0
5. Removing Objects;0.4;0.92;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;5. Removing Objects;5.0
6. Stretch a Ramp;1.2;1.31;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.69;0.83;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.11;4.39;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;8. Combine 2 Ramps;8.0
Unnecessary;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Unnecessary;
Pi Henge;1.26;1.3;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Pi Henge;12.0
Sandbox;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Sandbox;
9. Scaling Round Objects;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;9. Scaling Round Objects;9.0
Square Cross-Sections;1.51;1.64;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Square Cross-Sections;10.0
Bird Fez;3.23;3.23;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Bird Fez;11.0
Object Limits;5.33;5.43;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Object Limits;16.0
45-Degree Rotations;0.83;0.86;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;45-Degree Rotations;13.0
Pyramids are Strange;1.39;1.41;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Pyramids are Strange;14.0
Boxes Obscure Spheres;1.44;1.49;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Boxes Obscure Spheres;15.0
Warm Up;0.43;0.45;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Warm Up;17.0
Angled Silhouette;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Angled Silhouette;18.0
Bear Market;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4ae4eb7fe5a30b7ea567ee1ffd3ce9b5;Bear Market;30.0
1. One Box;1.05;1.02;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;1. One Box;1.0
2. Separated Boxes;2.07;2.1;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.75;0.91;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.44;0.73;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;4. Match Silhouettes;4.0
Square Cross-Sections;8.92;7.79;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Square Cross-Sections;10.0
Bird Fez;1.61;1.66;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Bird Fez;11.0
Sugar Cones;1.14;1.56;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Sugar Cones;19.0
Stranger Shapes;4.03;4.17;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Stranger Shapes;20.0
9. Scaling Round Objects;1.14;1.18;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;9. Scaling Round Objects;9.0
5. Removing Objects;0.83;0.86;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;5. Removing Objects;5.0
6. Stretch a Ramp;0.99;1.07;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.43;0.47;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;0.64;0.71;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;8. Combine 2 Ramps;8.0
45-Degree Rotations;0.74;0.74;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;45-Degree Rotations;13.0
Pyramids are Strange;3.12;3.16;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Pyramids are Strange;14.0
Boxes Obscure Spheres;5.74;6.39;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Boxes Obscure Spheres;15.0
Warm Up;0.43;0.5;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Warm Up;17.0
Object Limits;1.47;1.51;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Object Limits;16.0
Pi Henge;0.88;0.94;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Pi Henge;12.0
Angled Silhouette;3.81;3.86;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Angled Silhouette;18.0
Tall and Small;3.18;3.84;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Tall and Small;21.0
Ramp Up and Can It;0.4;0.43;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Ramp Up and Can It;22.0
More Than Meets Your Eye;7.28;7.29;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;More Than Meets Your Eye;23.0
Not Bird;3.92;2.79;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Not Bird;24.0
Unnecessary;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~2accdfe177744666db2e039a12eca830;Unnecessary;
1. One Box;0.22;0.24;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;1. One Box;1.0
2. Separated Boxes;0.3;0.36;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.33;0.37;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.25;0.34;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;4. Match Silhouettes;4.0
5. Removing Objects;0.38;0.51;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;5. Removing Objects;5.0
6. Stretch a Ramp;0.33;0.42;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.65;0.73;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;0.61;0.67;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.5;0.69;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;9. Scaling Round Objects;9.0
Sugar Cones;0.76;0.83;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;Sugar Cones;19.0
Stranger Shapes;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;Stranger Shapes;20.0
Sandbox;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;Sandbox;
Not Bird;0.74;0.82;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;Not Bird;24.0
Ramp Up and Can It;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;Ramp Up and Can It;22.0
Bear Market;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~e70ebd06402419a86ba195a0da517c67;Bear Market;30.0
1. One Box;0.46;0.43;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;1. One Box;1.0
2. Separated Boxes;0.58;0.61;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.29;0.34;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.25;0.28;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;4. Match Silhouettes;4.0
5. Removing Objects;0.77;0.82;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;5. Removing Objects;5.0
6. Stretch a Ramp;2.71;2.75;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;6. Stretch a Ramp;6.0
7. Max 2 Boxes;1.18;1.21;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.0;1.06;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.37;2.08;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;9. Scaling Round Objects;9.0
Square Cross-Sections;1.44;1.55;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Square Cross-Sections;10.0
Bird Fez;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Bird Fez;11.0
Boxes Obscure Spheres;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Boxes Obscure Spheres;15.0
Object Limits;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Object Limits;16.0
Bear Market;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Bear Market;30.0
Sugar Cones;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Sugar Cones;19.0
Zzz;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Zzz;26.0
Ramp Up and Can It;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Ramp Up and Can It;22.0
Unnecessary;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Unnecessary;
Few Clues;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Few Clues;28.0
More Than Meets Your Eye;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;More Than Meets Your Eye;23.0
Orange Dance;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Orange Dance;29.0
Stranger Shapes;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Stranger Shapes;20.0
Tall and Small;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~86eafa4b05f579291048d9f8e4e715fd;Tall and Small;21.0
