n_attempt;group;user;task_id;cum_this_puzzle_attempt;timestamp;percentage_tutorial;percentage_intermediate;percentage_advanced;attempts_per_puzzle;user_elo;puzzle_elo;puzzle_difficulty;n_events;n_check_solution;bestSubmit;n_breaks;n_manipulation_events;n_snapshot;n_rotate_view;completed;1. One Box;2. Separated Boxes;3. Rotate a Pyramid;4. Match Silhouettes;45-Degree Rotations;5. Removing Objects;6. Stretch a Ramp;7. Max 2 Boxes;8. Combine 2 Ramps;9. Scaling Round Objects;Angled Silhouette;Bear Market;Bird Fez;Boxes Obscure Spheres;Bull Market;Few Clues;More Than Meets Your Eye;Not Bird;Object Limits;Orange Dance;Pi Henge;Pyramids are Strange;Ramp Up and Can It;Sandbox;Square Cross-Sections;Stranger Shapes;Sugar Cones;Tall and Small;Tetromino;Unnecessary;Warm Up;Zzz
3239;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Few Clues;1;2019-10-24 10:24:48.627713-04:00;100.0;66.67;61.54;1.22;1.28;1.93;0.32;66.0;1.0;100.0;0.0;22.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3240;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Orange Dance;1;2019-10-24 10:27:01.908923-04:00;100.0;66.67;69.23;1.21;1.38;2.37;0.65;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3241;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Sandbox;1;2019-10-24 10:27:39.954013-04:00;100.0;66.67;69.23;1.25;1.38;0.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3242;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Sandbox;2;2019-10-25 13:47:50.953859-04:00;100.0;77.78;69.23;1.96;1.47;0.0;0.0;349.0;0.0;0.0;3.0;213.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3243;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Bear Market;1;2019-10-25 13:14:18.149972-04:00;100.0;66.67;69.23;1.71;1.38;3.0;1.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3244;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Not Bird;2;2019-10-25 13:15:48.397256-04:00;100.0;66.67;69.23;1.75;1.38;2.13;0.26;69.0;5.0;66.67;0.0;22.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3245;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Unnecessary;2;2019-10-25 13:23:36.234128-04:00;100.0;77.78;69.23;1.8;1.47;1.74;0.76;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3246;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Unnecessary;3;2019-10-25 13:48:44.012894-04:00;100.0;77.78;69.23;2.04;1.47;1.74;0.76;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3247;e6af7d42084352a39449e6d0a09b18cd;b7b6a911ecb48add616af2d2546f77de;Orange Dance;2;2019-10-25 13:48:48.226210-04:00;100.0;77.78;69.23;2.08;1.47;2.37;0.65;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3248;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;1. One Box;1;2019-10-23 07:42:25.624009-04:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3249;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;2. Separated Boxes;1;2019-10-23 07:44:10.281843-04:00;11.11;0.0;0.0;1.0;0.0;0.12;0.11;11.0;1.0;100.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3250;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;3. Rotate a Pyramid;1;2019-10-24 10:06:24.078725-04:00;22.22;0.0;0.0;1.5;0.0;0.23;0.08;17.0;1.0;50.0;0.0;5.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3251;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;4. Match Silhouettes;1;2019-10-24 10:06:54.404395-04:00;33.33;0.0;0.0;1.33;0.0;0.42;0.06;21.0;2.0;100.0;0.0;9.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3252;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;5. Removing Objects;1;2019-10-24 10:07:55.390685-04:00;44.44;0.0;0.0;1.25;0.0;0.48;0.11;10.0;1.0;100.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3253;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;6. Stretch a Ramp;1;2019-10-24 10:08:15.370542-04:00;55.56;0.0;0.0;1.2;0.0;0.42;0.11;16.0;1.0;100.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3254;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;7. Max 2 Boxes;1;2019-10-24 10:08:46.062481-04:00;66.67;0.0;0.0;1.17;0.0;0.6;0.08;14.0;1.0;100.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3255;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;8. Combine 2 Ramps;1;2019-10-24 10:09:24.729399-04:00;77.78;0.0;0.0;1.14;0.0;0.57;0.07;26.0;1.0;100.0;0.0;12.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3256;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;9. Scaling Round Objects;1;2019-10-24 10:10:20.945545-04:00;88.89;0.0;0.0;1.12;0.0;0.58;0.13;45.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3257;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Square Cross-Sections;1;2019-10-24 10:12:29.311361-04:00;100.0;0.0;0.0;1.22;0.0;0.99;0.2;29.0;3.0;100.0;0.0;11.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3258;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Bird Fez;1;2019-10-24 10:13:41.958576-04:00;100.0;11.11;0.0;1.2;0.11;1.77;0.16;61.0;2.0;0.0;0.0;24.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3259;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Pi Henge;1;2019-10-24 10:22:25.800788-04:00;100.0;22.22;0.0;1.36;0.19;1.26;0.07;26.0;2.0;100.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3260;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;45-Degree Rotations;1;2019-10-24 10:23:43.047291-04:00;100.0;33.33;0.0;1.33;0.25;0.78;0.1;27.0;1.0;100.0;0.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3261;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Pyramids are Strange;1;2019-10-24 10:24:41.541799-04:00;100.0;44.44;0.0;1.31;0.32;1.29;0.18;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3262;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;45-Degree Rotations;2;2019-10-24 10:24:59.797341-04:00;100.0;44.44;0.0;1.38;0.32;0.78;0.1;16.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3263;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Pyramids are Strange;2;2019-10-24 10:25:28.396970-04:00;100.0;44.44;0.0;1.38;0.32;1.29;0.18;79.0;5.0;0.0;0.0;39.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3264;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Boxes Obscure Spheres;1;2019-10-24 10:31:39.348142-04:00;100.0;55.56;0.0;1.36;0.43;1.91;0.27;64.0;4.0;100.0;0.0;27.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3265;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Object Limits;1;2019-10-24 10:34:22.349131-04:00;100.0;66.67;0.0;1.33;0.59;1.62;0.26;20.0;3.0;33.33;1.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3266;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Warm Up;1;2019-10-24 10:37:12.219119-04:00;100.0;77.78;0.0;1.31;0.71;0.6;0.18;19.0;1.0;100.0;0.0;4.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3267;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Angled Silhouette;1;2019-10-24 10:37:45.117303-04:00;100.0;77.78;7.69;1.29;0.77;1.35;0.15;29.0;1.0;100.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3268;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Sugar Cones;1;2019-10-24 10:38:52.344099-04:00;100.0;88.89;7.69;1.28;0.86;0.9;0.09;26.0;0.0;0.0;0.0;13.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3269;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Stranger Shapes;1;2019-10-24 10:40:54.361601-04:00;100.0;88.89;15.38;1.26;0.93;1.7;0.28;79.0;4.0;0.0;1.0;36.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3270;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Tall and Small;1;2019-10-24 10:50:30.608362-04:00;100.0;88.89;23.08;1.25;1.04;1.73;0.27;63.0;2.0;0.0;2.0;28.0;0.0;21.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
3271;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Ramp Up and Can It;1;2019-10-24 10:57:10.192305-04:00;100.0;88.89;30.77;1.24;1.14;1.73;0.21;15.0;1.0;0.0;3.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3272;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;More Than Meets Your Eye;1;2019-10-24 11:01:39.761449-04:00;100.0;88.89;38.46;1.23;1.24;1.2;0.19;113.0;1.0;100.0;2.0;44.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3273;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Not Bird;1;2019-10-25 13:03:39.350491-04:00;100.0;88.89;46.15;1.22;1.31;2.13;0.26;68.0;2.0;66.67;1.0;17.0;0.0;17.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3274;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Unnecessary;1;2019-10-25 13:15:27.382464-04:00;100.0;100.0;46.15;1.21;1.42;1.74;0.76;169.0;4.0;50.0;0.0;45.0;0.0;65.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3275;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Bird Fez;2;2019-10-25 13:23:06.706371-04:00;100.0;100.0;53.85;1.32;1.51;1.77;0.16;57.0;1.0;0.0;0.0;22.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3276;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Zzz;1;2019-10-25 13:25:22.715604-04:00;100.0;100.0;53.85;1.32;1.51;1.81;0.23;31.0;0.0;0.0;1.0;14.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
3277;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Bull Market;1;2019-10-25 13:35:59.278181-04:00;100.0;100.0;61.54;1.31;1.6;2.98;0.36;128.0;7.0;33.33;1.0;44.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3278;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Few Clues;1;2019-10-25 13:45:37.175136-04:00;100.0;100.0;69.23;1.3;1.68;1.93;0.32;111.0;0.0;0.0;2.0;50.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3279;8cbfa61cb2b025b16b04a8e470422960;fd8558801677dd29161b880a74cb9c81;Orange Dance;1;2019-10-25 13:51:16.994572-04:00;100.0;100.0;69.23;1.33;1.68;2.37;0.65;185.0;2.0;100.0;0.0;86.0;0.0;27.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3280;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;1. One Box;1;2019-10-23 07:42:58.271090-04:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3281;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;2. Separated Boxes;1;2019-10-23 07:44:26.552166-04:00;11.11;0.0;0.0;1.0;0.0;0.12;0.11;29.0;3.0;100.0;0.0;11.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3282;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;3. Rotate a Pyramid;1;2019-10-23 07:45:32.285446-04:00;22.22;0.0;0.0;1.0;0.0;0.23;0.08;25.0;3.0;50.0;0.0;15.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3283;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;4. Match Silhouettes;1;2019-10-23 07:52:18.786611-04:00;33.33;0.0;0.0;1.0;0.0;0.42;0.06;11.0;1.0;100.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3284;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;5. Removing Objects;1;2019-10-23 07:52:38.349877-04:00;44.44;0.0;0.0;1.0;0.0;0.48;0.11;27.0;2.0;100.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3285;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;6. Stretch a Ramp;1;2019-10-23 07:53:29.085811-04:00;55.56;0.0;0.0;1.0;0.0;0.42;0.11;67.0;3.0;33.33;0.0;30.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3286;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;7. Max 2 Boxes;1;2019-10-23 07:55:55.105874-04:00;66.67;0.0;0.0;1.0;0.0;0.6;0.08;19.0;1.0;100.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3287;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;8. Combine 2 Ramps;1;2019-10-23 07:56:28.824715-04:00;77.78;0.0;0.0;1.0;0.0;0.57;0.07;46.0;2.0;50.0;0.0;11.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3288;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;9. Scaling Round Objects;1;2019-10-24 10:09:06.915442-04:00;88.89;0.0;0.0;1.12;0.0;0.58;0.13;61.0;2.0;33.33;0.0;15.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3289;8cbfa61cb2b025b16b04a8e470422960;bf837b2d3b9345552bf9c7692f4ed9e9;Bear Market;1;2019-10-24 10:09:16.951654-04:00;88.89;0.0;0.0;1.25;0.0;3.0;1.0;52.0;1.0;0.0;0.0;13.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
